id,title,keywords,ratings,confidences,withdraw,review_lengths,abstract,comments,url,ratings_avg,ratings_std,confidence_avg,confidence_std
lmYGRGyL4i,Uncovering the Spectrum of Graph Generative Models: From One-Shot to Sequential,"['Graph generation', 'One-shot generation', 'Autoregressive generation', 'Unified framework', 'Diffusion Model', 'Molecule generation']","[5, 5, 6, 3, 5]","[4, 4, 3, 3, 3]",0,"[306, 381, 308, 497, 195]","In the field of deep graph generative models, two families coexist: one-shot models, which fill the graph content in one go given a number of nodes, and sequential models, where new nodes and edges are inserted sequentially and autoregressively. Recently, one-shot models are seeing great popularity due to their rising sample quality and lower sampling time compared to the more costly autoregressive models. With this paper we unify the two worlds in a single framework, unlocking the whole spectrum of options where one-shot and sequential models are but the two extremes. We use the denoising diffusion models' theory to develop a node removal process, which destroys a given graph through many steps. An insertion model reverses this process by predicting how many nodes have been removed from the intermediate subgraphs. Then, generation happens by iteratively adding new blocks of nodes, with size sampled from the insertion model, and content generated using any one-shot model. By adjusting the knob on node removal, the framework allows for any degree of sequentiality, from one-shot to fully sequential, and any node ordering, e.g., random and BFS. Based on this, we conduct the first analysis of the sample quality-time trade-off across a range of molecular and generic graphs datasets. As a case study, we adapt DiGress, a diffusion-based one-shot model, to the whole spectrum of sequentiality, reaching new state of the art results, and motivating a renewed interest in developing autoregressive graph generative models.",12,https://openreview.net/forum?id=lmYGRGyL4i,4.8,0.9797958971132712,3.4,0.4898979485566356
liKkG1zcWq,Sliced Denoising: A Physics-Informed Molecular Pre-Training Method,['Molecule Representation; Pretraining; Denoising; Force Field'],"[8, 5, 5, 8]","[5, 4, 2, 3]",0,"[448, 254, 270, 450]","While molecular pre-training has shown great potential in enhancing drug discovery, the lack of a solid physical interpretation in current methods raises concerns about whether the learned representation truly captures the underlying explanatory factors in observed data, ultimately resulting in limited generalization and robustness. Although denoising methods offer a physical interpretation, their accuracy is often compromised by ad-hoc noise design, leading to inaccurate learned force fields. To address this limitation, this paper proposes a new method for molecular pre-training, called sliced denoising (SliDe), which is based on the classical mechanical intramolecular potential theory. SliDe utilizes a novel noise strategy that perturbs bond lengths, angles, and torsion angles to achieve better sampling over conformations. Additionally, it introduces a random slicing approach that circumvents the computationally expensive calculation of the Jacobian matrix, which is otherwise essential for estimating the force field. By aligning with physical principles, SliDe shows a 42\% improvement in the accuracy of estimated force fields compared to current state-of-the-art denoising methods, and thus outperforms traditional baselines on various molecular property prediction tasks.",19,https://openreview.net/forum?id=liKkG1zcWq,6.5,1.5,3.5,1.118033988749895
ledQ1BCrwc,GraphMaker: Can Diffusion Models Generate Large Attributed Graphs?,"['graph generation', 'large attributed graphs', 'denoising diffusion model', 'discrete diffusion', 'graph neural networks']","[5, 3, 5]","[5, 4, 4]",0,"[620, 314, 414]","Large-scale graphs with node attributes are fundamental in real-world scenarios, such as social and financial networks. The generation of synthetic graphs that emulate real-world ones is pivotal in graph machine learning, aiding network evolution understanding and data utility preservation when original data cannot be shared. Traditional models for graph generation suffer from limited model capacity. Recent developments in diffusion models have shown promise in merely graph structure generation or the generation of small molecular graphs with attributes. However, their applicability to large attributed graphs remains unaddressed due to challenges in capturing intricate patterns and scalability. This paper introduces GraphMaker, a novel diffusion model tailored for generating large attributed graphs. We study the diffusion models that either couple or decouple graph structure and node attribute generation to address their complex correlation. We also employ node-level conditioning and adopt a minibatch strategy for scalability. We further propose a new evaluation pipeline using models trained on generated synthetic graphs and tested on original graphs to evaluate the quality of synthetic data. Empirical evaluations on real-world datasets showcase GraphMaker's superiority in generating realistic and diverse large-attributed graphs beneficial for downstream tasks.",11,https://openreview.net/forum?id=ledQ1BCrwc,4.333333333333333,0.9428090415820634,4.333333333333333,0.4714045207910317
kzGuiRXZrQ,Navigating the Design Space of Equivariant Diffusion-Based Generative Models for De Novo 3D Molecule Generation,"['Generative Modelling', 'Molecule Design', 'Denoising Diffusion Probabilistic Models', 'Ablation Study', 'Equivariant Graph Neural Network', '3D Molecule Generation', 'Diffusion Model']","[3, 6, 8, 6]","[4, 4, 4, 3]",0,"[278, 404, 843, 175]","Deep generative diffusion models are a promising avenue for 3D $\textit{de novo}$ molecular design in material science and drug discovery. 
However, their utility is still constrained by suboptimal performance with large molecular structures and limited training data. 
Addressing this gap, we explore the design space of E(3) equivariant diffusion models, focusing on previously blank spots. 
Our extensive comparative analysis evaluates the interplay between continuous and discrete state spaces. 
Out of this investigation, we introduce the EQGAT-diff model, which consistently surpasses the performance of established models on the QM9 and GEOM-Drugs datasets by a large margin.
Distinctively, EQGAT-diff takes continuous atomic positions while chemical elements and bond types are categorical and employ a time-dependent loss weighting that significantly increases training convergence and the quality of generated samples.
To further strengthen the applicability of diffusion models to limited training data, we examine the transferability of EQGAT-diff trained on the large PubChem3D dataset with implicit hydrogens to target distributions with explicit hydrogens. Fine-tuning EQGAT-diff for a couple of iterations further pushes state-of-the-art performance across datasets.
We envision that our findings will find applications in structure-based drug design, where the accuracy of generative models for small datasets of complex molecules is critical.",24,https://openreview.net/forum?id=kzGuiRXZrQ,5.75,1.7853571071357126,3.75,0.4330127018922193
kkQSwtx0p3,Leveraging Task Structures for Improved Identifiability in Neural Network Representations,"['multi-task learning', 'identifiability', 'representation learning', 'causality', 'molecules']","[6, 5, 5, 5]","[3, 2, 3, 4]",0,"[224, 134, 561, 903]","This work extends the theory of identifiability in supervised learning by considering the consequences of having access to a distribution of tasks. In such cases, we show that identifiability is achievable even in the case of regression, extending prior work restricted to linear identifiability in the single-task classification case. Furthermore, we show that the existence of a task distribution which defines a conditional prior over latent factors reduces the equivalence class for identifiability to permutations and scaling, a much stronger and more useful result than linear identifiability. When we further assume a causal structure over these tasks, our approach enables simple maximum marginal likelihood optimization together with downstream applicability to causal representation learning. Empirically, we validate that our model outperforms more general unsupervised models in recovering canonical representations for both synthetic and real-world molecular data.",15,https://openreview.net/forum?id=kkQSwtx0p3,5.25,0.4330127018922193,3.0,0.7071067811865476
kQPAAXRswY,Stabilizing Policy Gradients for Stochastic Differential Equations by enforcing Consistency with Perturbation Process,['stochastic differential equation; reinforcement learning; diffusion models'],"[6, 5, 6]","[1, 3, 2]",0,"[292, 446, 230]","Deep neural networks parameterized stochastic differential equations (SDEs) received increasing attention from the machine learning community due to their high expressiveness and solid theoretical foundations, with a wide range of applications in generative models. However, maximizing likelihood of training data, the objective of generative models, does not always meet our requirements in many real-world problems. Fortunately, introducing reinforcement learning (e.g., policy gradient) here to maximize a reward, using SDE-based policy, may bridge this gap. Nevertheless, when applying policy gradients to SDEs, since the policy gradient is estimated on a finite set of trajectories, it can be ill-defined, and the policy behavior in data-scarce regions may be uncontrolled. These challenges compromise the stability of policy gradients and negatively impact sample complexity. To address these issues, we propose constraining the SDE to be consistent with its associated perturbation process. Since the perturbation process covers the entire space and is easy to sample, we can mitigate the aforementioned problems. Our framework offers a general approach for training SDEs using policy gradients, allowing for a versatile selection of policy gradients to effectively and efficiently train SDEs. We evaluate our algorithm on the task of structure-based drug design and optimize the binding affinity of generated ligand molecules. Our method achieves the best Vina score (-9.07)  on the CrossDocked2020 dataset.",15,https://openreview.net/forum?id=kQPAAXRswY,5.666666666666667,0.4714045207910317,2.0,0.816496580927726
kKXIYUi8ff,DynamicsDiffusion: Generating and Rare Event Sampling of Molecular Dynamic Trajectories Using Diffusion Models,"['Diffusion Models', 'DDPM', 'Molecular Dynamics', 'Physics']","[3, 3, 3, 3, 3]","[5, 5, 4, 5, 4]",0,"[415, 2128, 743, 88, 325]","Molecular dynamics simulations are fundamental tools for quantitative molecular sciences. However, these simulations are computationally demanding and often struggle to sample rare events crucial for understanding spontaneous organization and reconfiguration in complex systems. To improve general speed and the ability to sample rare events in a directed fashion, we propose a method called $\textit{DynamicsDiffusion}$ based on denoising diffusion probabilistic models (DDPM) to generate molecular dynamics trajectories from noise. The generative model can then serve as a surrogate to sample rare events. We leverage the properties of DDPMs, such as conditional generation, the ability to generate variations of trajectories, and those with certain conditions, such as crossing from one state to another, using the 'inpainting' property of DDPMs, which became only applicable when generating whole trajectories and not just individual conformations. To our knowledge, this is the first deep generative modeling for generating molecular dynamics trajectories. We hope this work will motivate a new generation of generative modeling for the study of molecular dynamics.",9,https://openreview.net/forum?id=kKXIYUi8ff,3.0,0.0,4.6,0.4898979485566356
jJCeMiwHdH,BioBridge: Bridging Biomedical Foundation Models via Knowledge Graph,"['drug discovery', 'foundation model', 'multi-modal learning', 'knowledge graph']","[8, 6, 6, 8]","[5, 3, 4, 4]",0,"[519, 302, 479, 476]","Foundation models (FMs) are able to leverage large volumes of unlabeled data to demonstrate superior performance across a wide range of tasks. However, FMs developed for biomedical domains have largely remained unimodal, i.e., independently trained and used for tasks on protein sequences alone, small molecule structures alone, or clinical data alone.
To overcome this limitation of biomedical FMs, we present BioBridge, a novel parameter-efficient learning framework, to bridge independently trained unimodal FMs to establish multimodal behavior. BioBridge achieves it by utilizing Knowledge Graphs (KG) to learn transformations between one unimodal FM and another without fine-tuning any underlying unimodal FMs.
Our empirical results demonstrate that BioBridge can
beat the best baseline KG embedding methods (on average by $\sim 76.3\%$) in cross-modal retrieval tasks. We also identify BioBridge demonstrates out-of-domain generalization ability by extrapolating to unseen modalities or relations. Additionally, we also show that BioBridge presents itself as a general-purpose retriever that can aid biomedical multimodal question answering as well as enhance the guided generation of novel drugs.",19,https://openreview.net/forum?id=jJCeMiwHdH,7.0,1.0,4.0,0.7071067811865476
igUP5kQRij,Retrosynthesis Prediction via Search in (Hyper) Graph,['Retrosynthesis Prediction via \\\\ Search in (Hyper) Graph'],"[5, 5, 5]","[5, 4, 4]",1,"[376, 540, 1188]","Retrosynthesis prediction is a fundamental challenge in organic synthesis, involving the prediction of reactants based on a given core product. Recently, semi-template-based methods and graph-edits-based methods have achieved good performance in interpretability and accuracy. However, their mechanisms still fail to predict complex reactions, e.g., reactions with multiple reaction center or attaching the same leaving group to more than one atom. Hence, we propose, a semi-template-based method, the \textbf{Retro}synthesis via \textbf{S}earch \textbf{i}n (Hyper) \textbf{G}raph (RetroSiG) framework to alleviate these limitations. In this paper, we cast the reaction center identification and the leaving group completion as search in the product molecular graph and leaving group hypergraph respectively. RetroSiG has several advantages as a semi-template-based method: First, RetroSiG is able to handle the complex reactions mentioned above with its novel search mechanism. Second, RetroSiG naturally exploits the hypergraph to model the implicit dependencies between leaving groups. Third, RetroSiG makes full use of the prior, i.e., one-hop constraint. It reduces the search space and enhances overall performance. Comprehensive experiments demonstrate that RetroSiG achieves a competitive result. Furthermore, we conduct experiments to show the capability of RetroSiG in predicting complex reactions. Ablation experiments verify the effectiveness of individual components, including the one-hop constraint and the leaving group hypergraph.",3,https://openreview.net/forum?id=igUP5kQRij,5.0,0.0,4.333333333333333,0.4714045207910317
h7DGnWGeos,Active Retrosynthetic Planning Aware of Route Quality,"['Retrosynthetic planning', 'route evaluation', 'reinforcement learning']","[6, 8, 6, 6]","[4, 4, 3, 5]",0,"[1032, 273, 444, 241]","Retrosynthetic planning is a sequential decision-making process of identifying synthetic routes from the available building block materials to reach a desired target molecule.
Though existing planning approaches show promisingly high solving rates and low costs, the trivial route cost evaluation via pre-trained forward reaction prediction models certainly falls short of real-world chemical practice.
An alternative option is to annotate the actual cost of a route, such as yield, through chemical experiments or input from chemists, while 
this often leads to substantial query costs.
In order to strike the balance between query costs and route quality evaluation, we propose an Active Retrosynthetic Planning (ARP) framework that remains compatible with the established retrosynthetic planners.
On one hand, the proposed ARP trains an actor that decides whether to query the cost of a reaction; on the other hand, it resorts to a critic to estimate the value of a molecule with its preceding reaction cost as input. 
Those molecules with low reaction costs are preferred to expand first.
We apply our framework to different existing approaches on both the benchmark and an expert dataset and demonstrate that it outperforms the existing state-of-the-art approach by 6.2\% in route quality while reducing the query cost by 12.8\%.
In addition, 
ARP consistently plans 
high-quality routes with either abundant or sparse annotations.",22,https://openreview.net/forum?id=h7DGnWGeos,6.5,0.8660254037844386,4.0,0.7071067811865476
gOuWPd4f2U,Multil-Level Multimodal Alignment with Knowledge-Guided Instance-Wise Discrimination,"['Multimodal learning', 'Meta Learning', 'Graph representation learning', 'Contrastive learning', 'Knowledge-Guided Instance-Wise Discrimination']","[3, 5, 5]","[3, 3, 2]",1,"[389, 358, 201]","In multimodal alignment, meta-alignment and multi-level alignment play important roles. However, it is challenging to integrate meta-alignment into a multi-level multimodal alignment framework involving the operation on both reducible substances (e.g., molecules and spectrum) and irreducible elements (e.g., atoms and spectral peaks). It not only inherits the challenges from meta-alignment (e.g., heterogeneity, loss of nuance, interference, and conflicting similarities) but also introduces new challenges: navigating the interactions among reducible substances and irreducible elements and recognizing objects at each level. Many existing alignment methods suffer from inaccurate component relation estimation and potential bias, as they hold manual definitions of pair closeness. In response, we introduce Multi-level Multimodal Alignment with Knowledge-guided Instance-wise Discrimination (K-M3AID), an innovative approach that utilizes continuous knowledge variables with inherent natural ordering for meta-alignment. K-M3AID effectively addresses these challenges by promoting both reliable distance learning and unbiased alignment within the context of cross-modality alignment for multi-level structures. Extensive empirical studies conducted on complex molecular structures underscore the substantial efficacy of K-M3AID. It significantly improves matching accuracy while augmenting multi-level alignment capabilities. This novel approach holds great promise for advancing alignment techniques across diverse molecular contexts, offering a more robust foundation for ongoing research in chemical analysis and beyond.",3,https://openreview.net/forum?id=gOuWPd4f2U,4.333333333333333,0.9428090415820634,2.6666666666666665,0.4714045207910317
gBV21wK07P,3D Autoencoding Diffusion Model for Molecule Interpolation and Manipulation,"['diffusion models', '3D molecule optimization', 'controllable generation', 'equivariant GNN']","[3, 3, 3, 5]","[5, 4, 3, 2]",0,"[550, 438, 448, 256]","Manipulating known molecules and interpolating between them is useful for many applications in drug design and protein engineering, where exploration around the molecular templates is involved. Recent studies using equivariant diffusion models have made significant progress in the de novo generation of high-quality molecules, but using these models to directly manipulate a specified template remains less explored. This is mainly due to an intrinsic property of diffusion models: the lack of a latent semantic space that is easy to operate on. To address this issue, we propose the first semantics-guided equivariant diffusion model that leverages the “semantic” embedding of a 3D molecule, learned from an auxiliary encoder, to control the generative denoising process. By modifying the embedding, we can steer the generation towards another specified molecule or a desired molecular property. We show that our model can effectively manipulate basic chemical properties, outperforming several baselines. We further verify that our approach can achieve smoother interpolation between 3D molecular pairs compared to standard diffusion models.",10,https://openreview.net/forum?id=gBV21wK07P,3.5,0.8660254037844386,3.5,1.118033988749895
g0fHn95m3D,Text-To-Energy: Accelerating Quantum Chemistry Calculations through Enhanced Text-to-Vector Encoding and Orbital-Aware Multilayer Perceptron,"['qantum mechanics', 'quantum chemistry', 'computational physics', 'density functional theory', 'material science', 'physics-informed machine learning']","[3, 1, 1, 8]","[5, 4, 5, 4]",0,"[143, 209, 301, 403]","Accurately predicting material properties remains a complex and computationally intensive task. In this work, we introduce Text-To-Energy (T2E), a novel approach combining text-to-vector encoding and a multilayer perceptron (MLP) for rapid and precise energy predictions. T2E begins by converting pivotal material attributes to a vector representation, followed by the utilization of an MLP block incorporating significant physical data. This novel integration of textual, physical, and quantum insights enables T2E to swiftly and accurately predict the total energy of material systems. The proposed methodology marks a significant departure from conventional computational techniques, offering a reduction in computational burden, which is imposed by particle count and their interactions, obviating the need for extensive quantum chemistry expertise. Comprehensive validation across a diverse range of atoms and molecules affirms the superior performance of T2E over state-of-the-art solutions such as DFT, FermiNet, and PsiFormer.",9,https://openreview.net/forum?id=g0fHn95m3D,3.25,2.8613807855648994,4.5,0.5
fxQiecl9HB,Crystalformer: Infinitely Connected Attention for Periodic Structure Encoding,"['Materials Science', 'Attention Networks', 'Transformer', 'Physics-Informed ML']","[5, 8, 8, 8]","[4, 4, 3, 4]",0,"[434, 692, 230, 454]","Predicting physical properties of materials from their crystal structures is a fundamental problem in materials science. In peripheral areas such as the prediction of molecular properties, fully connected attention networks have been shown to be successful. However, unlike these finite atom arrangements, crystal structures are infinitely repeating, periodic arrangements of atoms, whose fully connected attention results in infinitely connected attention. In this work, we show that this infinitely connected attention can lead to a computationally tractable and physically interpretable formulation. We then propose a simple yet effective transformer-based encoder architecture for crystal structures called Crystalformer. Compared with an existing transformer-based model, the proposed model requires only 38% of number of parameters per attention block. Despite the architectural simplicity, the proposed method outperforms state-of-the-art methods for various property regression tasks on the Materials Project and JARVIS-DFT datasets.",20,https://openreview.net/forum?id=fxQiecl9HB,7.25,1.299038105676658,3.75,0.4330127018922193
fmoknhh7CH,Harmonic Prior Flow Matching for Multi-Ligand Docking and Binding Site Design,"['flow matching', 'generative models', 'proteins', 'molecules']","[5, 5, 6, 5, 5]","[4, 5, 4, 5, 3]",0,"[255, 256, 108, 248, 416]","A significant amount of protein function requires binding small molecules, including enzymatic catalysis. As such, designing binding pockets for small molecules has several impactful applications ranging from drug synthesis to energy storage. Towards this goal, we first develop HarmonicFlow, an improved generative process over 3D protein-ligand binding structures based on our self-conditioned flow matching objective. FlowSite extends this flow model to jointly generate a protein pocket's discrete residue types and the molecule's binding 3D structure. We show that HarmonicFlow improves upon the state-of-the-art generative processes for docking in simplicity, generality, and performance. Enabled by this structure modeling, FlowSite designs binding sites substantially better than baseline approaches and provides the first general solution for binding site design.",22,https://openreview.net/forum?id=fmoknhh7CH,5.2,0.39999999999999997,4.2,0.7483314773547882
fj2E5OcLFn,Stochastic Gradient Descent for Gaussian Processes Done Right,"['Gaussian process', 'stochastic gradient descent']","[8, 6, 8, 5, 5]","[4, 4, 3, 3, 3]",0,"[297, 377, 241, 313, 304]","We study the optimisation problem associated with Gaussian process regression using squared loss. 
The most common approach to this problem is to apply an exact solver, such as conjugate gradient descent, either directly on the problem or on a reduced-order version of it. 
However, stochastic gradient descent has recently gained traction in the Gaussian process literature, driven largely by its successes in deep learning. In this paper, we show that this approach when done right---by which we mean using specific insights from the optimisation and kernel communities---is highly effective.
We thus introduce a particular stochastic dual gradient descent algorithm, conveniently implementable with a few lines of code using any deep learning framework. 
We explain our design decisions by illustrating their advantage against alternatives with ablation studies.
We then show that the new method is highly competitive: our evaluations on standard regression benchmarks and a Bayesian optimisation task set our approach apart from conjugate gradients, variational Gaussian process approximations, and a prior version of stochastic gradient descent tailored for Gaussian processes. 
On a molecular binding affinity prediction task, our method places Gaussian process regression on par in terms of performance with graph neural networks.",19,https://openreview.net/forum?id=fj2E5OcLFn,6.4,1.3564659966250536,3.4,0.4898979485566356
fihkcXeG7N,Gate-guided and subgraph-aware Bilateral Fusion for Molecular Property Prediction,['Molecular property prediction'],"[5, 3, 1, 3]","[4, 5, 5, 5]",0,"[315, 337, 300, 653]","Predicting molecular properties is crucial in scientific research and industry applications.  Molecules are often modeled as graphs where atoms and chemical bonds are represented as nodes and edges, respectively, and Graph Neural Networks (GNNs) have been commonly utilized to predict atom-related properties, such as reactivity and solubility. However, some properties, such as efficacy, and metabolic properties, are closely related to functional groups (subgraphs), which cannot be solely determined by individual atoms. In this paper, we introduce the Gate-guided and Subgraph-aware Bilateral Fusion (GSBF) model for molecular property prediction. GSBF overcomes the limitations of prior atom-wise and subgraph-wise models by integrating both types of information into two distinct branches within the model. We provide a gate-guided mechanism to control the utilization of two branches. Considering existing atom-wise GNNs cannot properly extract invariant subgraph features, we propose a decomposition-polymerization GNN architecture for the subgraph-wise branch. Furthermore, we propose cooperative node-level and graph-level self-supervised learning strategies for GSBF to improve its generalization. Our method offers a more comprehensive way to learn representations for molecular property prediction. Extensive experiments have demonstrated the effectiveness of our method.",4,https://openreview.net/forum?id=fihkcXeG7N,3.0,1.4142135623730951,4.75,0.4330127018922193
dn87xnULwF,Maximally Expressive GNNs for Outerplanar Graphs,"['expressive graph representation learning', 'outerplanar graphs']","[6, 3, 6, 5, 5]","[3, 5, 3, 4, 3]",0,"[273, 582, 282, 714, 382]","We propose a _linear time_ graph transformation that enables the Weisfeiler-Leman (WL) test and message passing graph neural networks (MPNNs) to be maximally expressive on _outerplanar_ graphs. Our approach is motivated by the fact that most pharmaceutical molecules correspond to outerplanar graphs. Existing research predominantly enhances the expressivity of graph neural networks without specific graph families in mind. This often leads to methods that are impractical due to their computational complexity. In contrast, the restriction to outerplanar graphs enables us to encode the Hamiltonian cycle of each biconnected component in linear time. As the main contribution of the paper we prove that our method achieves maximum expressivity on outerplanar graphs. Experiments confirm that our graph transformation improves the predictive performance of MPNNs on molecular benchmark datasets at negligible computational overhead.",24,https://openreview.net/forum?id=dn87xnULwF,5.0,1.0954451150103321,3.6,0.8
dl0u4ODCuW,Retro-fallback: retrosynthetic planning in an uncertain world,"['Retrosynthesis', 'planning', 'chemistry', 'search']","[6, 6, 6]","[4, 3, 4]",0,"[178, 350, 459]","Retrosynthesis is the task of proposing a series of chemical reactions to create a desired molecule from simpler, buyable molecules. While previous works have proposed algorithms to find optimal solutions for a range of metrics (e.g. shortest, lowest-cost), these works generally overlook the fact that we have imperfect knowledge of the space of possible reactions, meaning plans created by the algorithm may not work in a laboratory. In this paper we propose a novel formulation of retrosynthesis in terms of stochastic processes to account for this uncertainty. We then propose a novel greedy algorithm called retro-fallback which maximizes the probability that at least one synthesis plan can be executed in the lab. Using in-silico benchmarks we demonstrate that retro-fallback generally produces better sets of synthesis plans than the popular MCTS and retro* algorithms.",16,https://openreview.net/forum?id=dl0u4ODCuW,6.0,0.0,3.6666666666666665,0.4714045207910317
dUTwqiEked,RetroDiff: Retrosynthesis as Multi-stage Distribution Interpolation,"['Retrosynthesis', 'Diffusion Model']","[6, 3, 3, 5]","[4, 3, 4, 5]",0,"[298, 457, 1145, 123]","Retrosynthesis poses a fundamental challenge in biopharmaceuticals, aiming to aid chemists in finding appropriate reactant molecules and synthetic pathways given determined product molecules. With the reactant and product represented as 2D graphs, retrosynthesis constitutes a conditional graph-to-graph generative task.
Inspired by the recent advancements in discrete diffusion models for graph generation, we introduce RetroSynthesis Diffusion (RetroDiff), a novel diffusion-based method designed to address this problem. 
However, integrating a diffusion-based graph-to-graph framework while retaining essential chemical reaction template information presents a notable challenge.
Our key innovation is to develop a multi-stage diffusion process. In this method, we decompose the retrosynthesis procedure to first sample external graph motifs from the dummy distribution given products and then generate the external bonds to connect the products and generated motifs. Interestingly, such a generation process is exactly the reverse of the widely adapted semi-template retrosynthesis procedure, i.e. from reaction center identification to synthon completion, which significantly reduces the error accumulation. 
Experimental results on the benchmark have demonstrated the superiority of our method over all other semi-template methods.",16,https://openreview.net/forum?id=dUTwqiEked,4.25,1.299038105676658,4.0,0.7071067811865476
dPHLbUqGbr,"Fast, Expressive $\mathrm{SE}(n)$ Equivariant Networks through Weight-Sharing in Position-Orientation Space","['Equivariance', 'Point Clouds', 'Message Passing Neural Network', 'Molecules', 'Diffusion Model']","[5, 6, 8]","[2, 4, 3]",0,"[114, 244, 113]","Based on the theory of homogeneous spaces we derive geometrically optimal edge attributes to be used within the flexible message passing framework. We formalize the notion of weight sharing in convolutional networks as the sharing of message functions over point-pairs that should be treated equally. We define equivalence classes of point-pairs that are identical up to a transformation in the group and derive attributes that uniquely identify these classes. Weight sharing is then obtained by conditioning message functions on these attributes. As an application of the theory, we develop an efficient equivariant group convolutional network for processing 3D point clouds. The theory of homogeneous spaces tells us how to do group convolutions with feature maps over the homogeneous space of positions $\mathbb{R}^3$, position and orientations $\mathbb{R}^3 {\times} S^2$, and the group $\mathrm{SE}(3)$ itself. Among these, $\mathbb{R}^3 {\times} S^2$ is an optimal choice due to the ability to represent directional information, which $\mathbb{R}^3$ methods cannot, and it significantly enhances computational efficiency compared to indexing features on the full $\mathrm{SE}(3)$ group. We empirically support this claim by reaching state-of-the-art results --in accuracy and speed-- on three different benchmarks: interatomic potential energy prediction, trajectory forecasting in N-body systems, and generating molecules via equivariant diffusion models.",7,https://openreview.net/forum?id=dPHLbUqGbr,6.333333333333333,1.247219128924647,3.0,0.816496580927726
dFQL7nwksh,PDC-Net: Probability Density Cloud Representations of Proteins for Mutation Effect Prediction,"['Protein-protein interaction', 'Thermodynamics', 'Geometric Deep Learning']","[5, 3, 3, 6]","[2, 3, 3, 4]",1,"[274, 416, 862, 477]","Understanding the ramifications of mutations at a protein level can have significant implications in various domains such as drug development, disease pathways, and the broader field of genomics. Despite the promise of data-driven and deep learning (DL) strategies, existing algorithms still face a significant challenge in integrating the dynamic changes of biomolecules to accurately predict protein-protein interaction binding affinity changes following mutations ($\Delta \Delta G$). Within this study, we introduce an inventive approach aimed at capturing the equilibrium fluctuations and discerning induced conformational changes at the interface, which is particularly important for forecasting mutational effects on binding. This novel technique harnesses probability density clouds (PDC) to describe the magnitude and intensity of their movement during and after the binding process and puts forth aligned networks to propagate distributions of the equilibrium of molecular systems. To fully unleash the potential of PDC-Net, we further present two physics-inspired pretraining tasks to employ the molecular dynamics (MD) simulation trajectories and the extensive collection of static crystal protein structures. Experiments demonstrate that our approach surpasses the performance of both empirical energy functions and alternative DL methods.",4,https://openreview.net/forum?id=dFQL7nwksh,4.25,1.299038105676658,3.0,0.7071067811865476
cXbnGtO0NZ,Latent 3D Graph Diffusion,"['3D graphs', 'latent diffusion models', 'in/equivariant representations']","[6, 6, 6, 5, 6, 8]","[3, 5, 4, 3, 3, 4]",0,"[426, 608, 618, 582, 265, 236]","Generating 3D graphs of \textit{symmetry-group equivariance} is of intriguing potential in broad applications from machine vision to molecular discovery.
Emerging approaches adopt diffusion generative models (DGMs) with proper re-engineering to capture 3D graph distributions.
In this paper, we raise an orthogonal and fundamental question of \textit{in what (latent) space we should diffuse 3D graphs}.
\ding{182} We motivate the study with theoretical analysis showing that the performance bound of 3D graph diffusion could be improved in a latent space versus the original space, provided that there are (i) low dimensionality yet (ii) high quality (i.e., low reconstruction error) of the latent space, and (iii) symmetry preservation as an inductive bias of latent DGMs.
\ding{183} Guided by the theoretical guidelines, we propose to perform 3D graph diffusion in a low-dimensional latent space, which is learned through cascaded 2D--3D graph autoencoders for low-error reconstruction and symmetry-group invariance.
The overall pipeline is dubbed \textbf{latent 3D graph diffusion}.
\ding{184} Motivated by applications in molecular discovery,  we further extend latent 3D graph diffusion to conditional generation given SE(3)-invariant attributes or equivariant 3D objects.
\ding{185} We also demonstrate empirically that out-of-distribution conditional generation can be further improved by regularizing the latent space via graph self-supervised learning.
We validate through comprehensive experiments that our method generates 3D molecules of higher validity / drug-likeliness and comparable conformations / energetics, while being an order of magnitude faster in training. Codes will be released upon acceptance.",22,https://openreview.net/forum?id=cXbnGtO0NZ,6.166666666666667,0.8975274678557507,3.6666666666666665,0.7453559924999298
c4JNoRRNtV,CryoFormer: Continuous Heterogeneous Cryo-EM Reconstruction using Transformer-based Neural Representations,"['Neural Representation', 'Cryo-EM reconstruction', 'Structural Biology']","[3, 5, 5, 6]","[4, 5, 3, 2]",1,"[382, 566, 352, 170]","Cryo-electron microscopy (cryo-EM) allows for the high-resolution reconstruction of 3D structures of proteins and other biomolecules. Successful reconstruction of both shape and movement greatly helps understand the fundamental processes of life. However, it is still challenging to reconstruct the continuous motions of 3D structures from hundreds of thousands of noisy and randomly oriented 2D cryo-EM images. While recent advancements using Fourier domain coordinate-based neural networks show compelling results in modeling continuous 3D conformations, these methods often struggle to capture local flexible regions accurately. We propose CryoFormer, a new approach for continuous heterogeneous cryo-EM reconstruction. Our approach constructs an implicit feature volume directly in the real domain as the 3D representation. We also design a query-based deformation transformer decoder to effectively predict the density. Our approach is capable of refining pre-computed pose estimations and locating flexible regions. In experiments, our method outperforms current approaches on three public datasets (1 synthetic and 2 experimental) and a new synthetic dataset of PEDV spike protein. The code and new synthetic dataset will be released for better reproducibility of our results.",8,https://openreview.net/forum?id=c4JNoRRNtV,4.75,1.0897247358851685,3.5,1.118033988749895
