id,title,keywords,ratings,confidences,withdraw,review_lengths,comments,url
skb4IdpQ3M,Conditional Guided Diffusion Probabilistic Models for Image Super-Resolution,"['Diffusion Models', 'Image Super-resolution']","[3, 5, 3]","[4, 4, 5]",1,"[446, 212, 324]",3,https://openreview.net/forum?id=skb4IdpQ3M
sk7RRHFk7M,DisCo: Disentangled Control for Realistic Human Dance Generation,['Realistic Human Dance Generation; Controllable Generative Model'],"[3, 3, 5, 5]","[3, 4, 3, 4]",1,"[580, 117, 403, 335]",6,https://openreview.net/forum?id=sk7RRHFk7M
siemhfrFXV,CrysFormer: Protein Structure Prediction via 3d Patterson Maps and Partial Structure Attention,"['AI for science', 'protein crystallography', 'Transformer model']","[3, 6, 3, 3]","[3, 4, 3, 3]",1,"[513, 608, 304, 288]",4,https://openreview.net/forum?id=siemhfrFXV
shr9PXz7T0,Large Language Models Are Not Robust Multiple Choice Selectors,"['large language model', 'bias', 'robustness', 'multiple choice question']","[5, 8, 8, 8]","[4, 3, 2, 4]",0,"[319, 248, 152, 151]",15,https://openreview.net/forum?id=shr9PXz7T0
shgx0eqdw6,Alignment as Reward-Guided Search,"['Alignment', 'LLM']","[6, 8, 6, 8]","[4, 3, 4, 3]",0,"[381, 282, 469, 490]",24,https://openreview.net/forum?id=shgx0eqdw6
sfTsvy05MX,LL-VQ-VAE: Learnable Lattice Vector-Quantization For Efficient Representations,"['Vector-Quantization', 'VAE', 'Lattice', 'Representation Learning', 'Discrete Latents']","[5, 6, 5, 3]","[2, 4, 2, 4]",0,"[343, 263, 637, 551]",5,https://openreview.net/forum?id=sfTsvy05MX
sehRvaIPQQ,Let Models Speak Ciphers: Multiagent Debate through Embeddings,"['multiagent debate', 'large language models', 'inter-model communication', 'embedding representation']","[5, 6, 6, 5]","[5, 3, 4, 4]",0,"[556, 247, 228, 641]",19,https://openreview.net/forum?id=sehRvaIPQQ
sdn7ocpvuX,Advective Diffusion Transformers for Topological Generalization in Graph Learning,"['graph learning', 'graph diffusion equations', 'Transformers', 'graph neural networks', 'topological generalization', 'non-Euclidean data']","[3, 3, 3, 3]","[3, 5, 4, 4]",0,"[231, 926, 328, 430]",21,https://openreview.net/forum?id=sdn7ocpvuX
sdkB5j7yNr,PROSAC: Provably Safe Certification for Machine Learning Models under Adversarial Attacks,['Adversarial Risk Certification; AI Safety'],"[5, 3, 3, 3]","[3, 4, 2, 3]",1,"[404, 795, 266, 348]",9,https://openreview.net/forum?id=sdkB5j7yNr
sdev4EomdC,Bridging the gap between offline and online continual learning,['Continual Learning; Lifelong Learning; Online Continual Learning; Class-incremental Learning; Task-free Continual Learning; Offline Continual Learning'],"[3, 5, 3, 6]","[5, 4, 4, 5]",0,"[483, 199, 932, 742]",18,https://openreview.net/forum?id=sdev4EomdC
scxDIx6StY,Adaptive Temperature Enhanced Dual-level Hypergraph Contrastive Learning,"['hypergraph', 'contrastive learning', 'self-supervised learning.']","[1, 3, 3, 5, 5]","[5, 5, 5, 3, 3]",0,"[507, 708, 205, 342, 326]",5,https://openreview.net/forum?id=scxDIx6StY
scozYAatUd,MULTISCALE ATTENTION VIA WAVELET NEURAL OPERATORS FOR VISION TRANSFORMER,"['vision transformers', 'Wavelet transform', 'neural operators', 'attention']","[3, 3, 6, 3, 3]","[4, 4, 3, 4, 4]",0,"[340, 359, 153, 1160, 412]",10,https://openreview.net/forum?id=scozYAatUd
scFfMOOGD8,Learnable Invisible Backdoor for Diffusion Models,"['Backdoor attack', 'Diffusion models']","[8, 3, 3, 3]","[3, 4, 2, 4]",0,"[328, 283, 143, 378]",9,https://openreview.net/forum?id=scFfMOOGD8
sbiU3WZpTp,On the Robustness of Latent Diffusion Models,"['Adversarial Attack', 'Latent Diffusion Models']","[5, 5, 6]","[3, 5, 3]",0,"[425, 457, 333]",17,https://openreview.net/forum?id=sbiU3WZpTp
sb0ojNl7F6,End-Effector-Elbow: A New Action Space for Robot Learning,"['robot learning', 'robotics', 'action representation']","[6, 3, 8, 3]","[4, 5, 4, 4]",0,"[248, 740, 263, 318]",28,https://openreview.net/forum?id=sb0ojNl7F6
sawjxRnVpF,Curvature-Informed SGD via General Purpose Lie-Group Preconditioners,"['Lie Group', 'Second Order Optimization', 'Optimization for Deep Learning']","[3, 5, 5, 5]","[4, 3, 5, 3]",0,"[353, 332, 260, 174]",13,https://openreview.net/forum?id=sawjxRnVpF
samyfu6G93,NeuroBack: Improving CDCL SAT Solving using Graph Neural Networks,"['Propositional satisfiability', 'Graph Neural Networks', 'CDCL SAT Solving', 'Backbone', 'Phase Prediction']","[5, 8, 5, 6]","[4, 3, 4, 4]",0,"[344, 240, 468, 441]",21,https://openreview.net/forum?id=samyfu6G93
saj54kqrBj,Self-Tuning Self-Supervised Anomaly Detection,"['Anomaly detection', 'Self-supervised learning', 'Data augmentation', 'Hyperparameter optimization']","[6, 6, 5]","[4, 3, 4]",0,"[488, 455, 476]",12,https://openreview.net/forum?id=saj54kqrBj
sZq3lDDETp,Uncovering Causal Variables in Transformers Using Circuit Probing,"['Interpretability', 'Analysis', 'NLP', 'Pruning']","[6, 3, 6, 1, 5]","[4, 5, 4, 5, 5]",1,"[170, 143, 897, 102, 552]",6,https://openreview.net/forum?id=sZq3lDDETp
sZZ3R0lV9f,Perturb-and-Compare Approach for Detecting Out-of-Distribution Samples in Constrained Access Environments,"['out-of-distribution detection', 'OOD detection', 'black-box environment', 'model-as-a-service', 'perturbation']","[3, 5, 8, 5]","[4, 4, 3, 4]",0,"[163, 279, 251, 464]",13,https://openreview.net/forum?id=sZZ3R0lV9f
sZACTXpSc6,ERA-Solver: Error-Robust Adams Solver for Fast Sampling of Diffusion Probabilistic Models,['diffusion models'],"[5, 5, 3]","[3, 4, 3]",0,"[240, 249, 359]",3,https://openreview.net/forum?id=sZACTXpSc6
sYv3OMboTF,ExcelFormer: Making Neural Network Excel in Small Tabular Data Prediction,"['tabular data', 'deep neural network architecture', 'supervised learning.']","[5, 5, 5]","[5, 5, 4]",0,"[580, 1364, 1087]",12,https://openreview.net/forum?id=sYv3OMboTF
sYCrhXPVr1,Video Generation Beyond a Single Clip,['Video generation'],"[6, 5, 5, 3]","[4, 4, 5, 5]",1,"[516, 285, 467, 227]",4,https://openreview.net/forum?id=sYCrhXPVr1
sY5N0zY5Od,DSPy: Compiling Declarative Language Model Calls into State-of-the-Art Pipelines,"['programming models', 'prompting techniques', 'in-context learning', 'few-shot learning', 'chain of thought', 'multi-hop reasoning', 'language agents']","[6, 8, 8]","[3, 4, 3]",0,"[511, 1167, 252]",12,https://openreview.net/forum?id=sY5N0zY5Od
sW95puhphh,DECENTRALIZED MULTI-AGENT REINFORCEMENT LEARNING VIA ANTICIPATION SHARING,"['multi-agent reinforcement learning', 'decentralized learning', 'cooperative multi-agent learning', 'social welfare']","[6, 6, 3, 5]","[3, 4, 4, 2]",0,"[934, 304, 439, 246]",16,https://openreview.net/forum?id=sW95puhphh
sVs7lV691r,Exploring Memorization in Fine-tuned Language Models,"['Large language models', 'Memorization', 'Privacy']","[3, 3, 6]","[4, 5, 3]",1,"[911, 623, 345]",20,https://openreview.net/forum?id=sVs7lV691r
sVlvuV70Yn,SemanticBoost: Elevating Motion Generation with Augmented Textual Cues,['Motion Synthesis; Semantic alignment; Data Augmentation; Denoise Network'],"[5, 3, 5, 3]","[5, 4, 4, 5]",1,"[980, 298, 617, 387]",4,https://openreview.net/forum?id=sVlvuV70Yn
sVl1KO5K76,Momentum-SAM: Sharpness Aware Minimization without Computational Overhead,"['Neural Networks', 'Optimization', 'Sharpness', 'Generalization', 'Overfitting']","[3, 5, 6, 6]","[4, 4, 5, 4]",0,"[499, 614, 249, 299]",11,https://openreview.net/forum?id=sVl1KO5K76
sVEu295o70,Understanding when Dynamics-Invariant Data Augmentations Benefit Model-free Reinforcement Learning Updates,"['reinforcement learning', 'data augmentation', 'model-free']","[8, 8, 3, 5]","[4, 3, 4, 4]",0,"[259, 312, 508, 142]",12,https://openreview.net/forum?id=sVEu295o70
sTr11zs10n,"Battle of the Wordsmiths: Comparing ChatGPT, GPT-4, Claude, and Bard","['ChatGPT', 'Bard', 'Claude', 'GPT-4', 'large language models', 'chatbots', 'conversational agents']","[5, 5, 3, 3]","[3, 4, 3, 3]",1,"[154, 535, 268, 299]",4,https://openreview.net/forum?id=sTr11zs10n
sTf7mXhTVt,Query Efficient  Black-Box  Adversarial Attack with Automatic Region Selection,"['Black-box attack', 'DNNs', 'Group sparsity']","[5, 5, 5, 6]","[3, 4, 4, 5]",0,"[473, 340, 483, 337]",17,https://openreview.net/forum?id=sTf7mXhTVt
sTYuRVrdK3,Evaluating Representation Learning on the Protein Structure Universe,"['Protein', 'Representation', 'Learning', 'Protein Structure']","[8, 6, 5, 6]","[4, 5, 5, 3]",0,"[388, 573, 259, 265]",16,https://openreview.net/forum?id=sTYuRVrdK3
sTPBiffbdR,Domain-Agnostic Self-Training for Semi-Supervised Learning,"['Self-training', 'Augmentation-free learning method', 'Semi-supervised learning', 'Tabular data']","[5, 3, 3]","[5, 5, 4]",1,"[307, 236, 783]",3,https://openreview.net/forum?id=sTPBiffbdR
sSyytcewxe,Divide and not forget: Ensemble of  selectively trained experts  in Continual Learning,"['continual learning', 'class incremental learning']","[6, 6, 8, 8]","[3, 3, 4, 3]",0,"[229, 383, 263, 312]",25,https://openreview.net/forum?id=sSyytcewxe
sSaN4gxuEf,Adapting to Distribution Shift by Visual Domain Prompt Generation,"['Distribution shfts', 'Domain generalization', 'Visual prompt', 'Foundation model', 'Test-time adaptation']","[5, 6, 8, 5]","[4, 4, 4, 2]",0,"[333, 362, 156, 266]",17,https://openreview.net/forum?id=sSaN4gxuEf
sSWGqY2qNJ,Indeterminate Probability Theory,"['Indeterminate Probability Theory', 'Analytical Solution', 'General Posterior', 'MTS']","[3, 1, 6]","[3, 5, 4]",0,"[457, 629, 716]",17,https://openreview.net/forum?id=sSWGqY2qNJ
sRyGgkdQ47,Making Batch Normalization Great in Federated Deep Learning,"['Batch Normalization', 'Federated Learning', 'Deep Learning']","[5, 5, 5, 6]","[4, 4, 5, 4]",0,"[314, 257, 174, 408]",13,https://openreview.net/forum?id=sRyGgkdQ47
sRop0N5NYV,Tactics of Robust Deep Reinforcement Learning with Randomized Smoothing,"['Reinforcement Learning', 'Robustness', 'Adversarial Attack']","[5, 5, 5, 5]","[3, 3, 4, 3]",0,"[129, 345, 577, 253]",20,https://openreview.net/forum?id=sRop0N5NYV
sRBnyzoqkU,Model Breadcrumbs: Crafting Multi-Task Models from Pre-Existing Fine-Tuned Foundation Models,"['pre-trained models', 'fine-tuning', 'transfer learning', 'weight interpolation', 'merging models', 'sparse models']","[3, 3, 6, 3]","[4, 3, 4, 4]",1,"[191, 312, 190, 308]",4,https://openreview.net/forum?id=sRBnyzoqkU
sPUrdFGepF,Consistent4D: Consistent 360° Dynamic Object Generation from Monocular Video,['Dynamic object generation'],"[1, 6, 6, 6, 6]","[4, 5, 3, 4, 4]",0,"[332, 438, 381, 380, 1198]",14,https://openreview.net/forum?id=sPUrdFGepF
sP1tCl2QBk,Fiber Monte Carlo,['Stochastic Methods'],"[6, 8, 6]","[3, 4, 4]",0,"[405, 270, 596]",10,https://openreview.net/forum?id=sP1tCl2QBk
sP0Aev2Gis,G2PTL: A Pre-trained Model for Delivery Address and its Applications in Logistics System,"['logistics', 'delivery address', 'pre-training', 'graph']","[8, 5, 6]","[5, 4, 4]",0,"[804, 262, 216]",10,https://openreview.net/forum?id=sP0Aev2Gis
sOXKeeVxqW,MoleSG: A Multi-Modality Molecular Pre-training Framework by Joint Non-overlapping Masked Reconstruction of SMILES and Graph,"['Molecular representation learning', 'Molecular pre-training', 'Molecular property prediction', 'AI for science']","[3, 3, 5, 5]","[4, 4, 4, 4]",1,"[398, 327, 306, 547]",4,https://openreview.net/forum?id=sOXKeeVxqW
sOJriBlOFd,NeRM: Learning Neural Representations for High-Framerate Human Motion Synthesis,"['Human motion synthesis', 'implicit neural representation', 'diffusion model', 'any-framerate training']","[8, 5, 8, 8]","[4, 4, 4, 3]",0,"[250, 506, 284, 289]",17,https://openreview.net/forum?id=sOJriBlOFd
sOHVDPqoUJ,Less is More: Selective Layer Finetuning with SubTuning,"['Parameter Efficient Transfer Learning', 'Multi-task Learning', 'Understanding Transfer Learning']","[3, 5, 3, 5]","[4, 4, 4, 4]",0,"[1860, 487, 470, 1120]",4,https://openreview.net/forum?id=sOHVDPqoUJ
sNtDKdcI1f,A Long Way To Go: Investigating Length Correlations in RLHF,"['Natural Language Processing', 'Large Language Models', 'RLHF', 'Reward Hacking']","[6, 6, 6, 6]","[4, 4, 3, 3]",0,"[399, 480, 279, 274]",14,https://openreview.net/forum?id=sNtDKdcI1f
sNWQUTkDmA,Observable Propagation: Uncovering Feature Vectors in Transformers,"['large language models', 'mechanistic interpretability', 'feature vectors']","[3, 3, 5]","[2, 3, 3]",1,"[156, 497, 244]",9,https://openreview.net/forum?id=sNWQUTkDmA
sNFLN3itAd,Neural Common Neighbor with Completion for Link Prediction,"['Graph Neural Network', 'Link Prediction']","[3, 8, 6]","[4, 4, 4]",0,"[479, 272, 324]",14,https://openreview.net/forum?id=sNFLN3itAd
sNDysNeSHg,Splatting-based Motion Context Encoding for Deep Video Compression,"['Video Compression', 'Motion Compensation', 'Splatting']","[3, 3, 3, 3]","[5, 4, 5, 4]",1,"[273, 647, 256, 362]",4,https://openreview.net/forum?id=sNDysNeSHg
sMoifbuxjB,Towards Meta-Pruning via Optimal Transport,"['Pruning', 'Fusion']","[8, 8, 6, 8, 6]","[3, 5, 4, 5, 1]",0,"[189, 407, 299, 410, 404]",12,https://openreview.net/forum?id=sMoifbuxjB
sMkvcg1i1u,Abstract Interpretation of ReLU Neural Networks with Optimizable Polynomial Relaxations,"['Neural Network Verification', 'Abstract Interpretation', 'Symbolic Interval Propagation']","[3, 5, 3, 5]","[4, 4, 4, 3]",0,"[1207, 164, 727, 272]",6,https://openreview.net/forum?id=sMkvcg1i1u
sMFqEror1b,MMToM-QA: Multimodal Theory of Mind Question Answering,"['Theory of Mind', 'Question Answering', 'Multimodal', 'Uncertainty', 'Bayesian Inverse Planning', 'Large Language Models']","[6, 3, 5, 5]","[4, 4, 2, 4]",0,"[473, 295, 313, 368]",15,https://openreview.net/forum?id=sMFqEror1b
sLregLuXpn,On the Analysis of GAN-based Image-to-Image Translation with Gaussian Noise Injection,"['Image to Image translation', 'Noise robustness', 'f-divergence', 'Score matching', 'GAN']","[6, 6, 3]","[3, 3, 5]",0,"[378, 116, 592]",19,https://openreview.net/forum?id=sLregLuXpn
sLkj91HIZU,Transformers can optimally learn regression mixture models,"['transformers', 'mixture models', 'linear regression']","[6, 8, 6, 6, 8]","[4, 3, 3, 3, 3]",0,"[421, 418, 330, 209, 554]",20,https://openreview.net/forum?id=sLkj91HIZU
sLdVl0q68X,NuwaDynamics: Discovering and Updating in Causal Spatio-Temporal Modeling,"['Spatio-temporal data mining', 'Causal inference', 'Two-stage framework']","[1, 8, 6, 6]","[4, 5, 3, 5]",0,"[470, 507, 335, 215]",17,https://openreview.net/forum?id=sLdVl0q68X
sLQb8q0sUi,Fair and Efficient Contribution Valuation for Vertical Federated Learning,"['Vertical federated learning', 'Contribution valuation', 'Fairness']","[6, 8, 6, 6]","[4, 3, 3, 4]",0,"[486, 259, 241, 422]",24,https://openreview.net/forum?id=sLQb8q0sUi
sLGliHckR8,Drug Discovery with Dynamic Goal-aware Fragments,"['molecule generation', 'drug discovery', 'molecular optimization', 'fragment-based']","[5, 8, 6]","[3, 3, 4]",0,"[130, 569, 148]",9,https://openreview.net/forum?id=sLGliHckR8
sKqGVqkvuS,Meta-Learning Universal Priors Using Non-Injective Normalizing Flows,"['Meta-learning', 'prior learning', 'normalizing flows']","[6, 5, 3]","[4, 3, 3]",1,"[313, 296, 565]",3,https://openreview.net/forum?id=sKqGVqkvuS
sKPzAXoylB,Addressing Catastrophic Forgetting and Loss of Plasticity in Neural Networks,"['catastrophic forgetting', 'loss of plasticity', 'continual learning', 'streaming learning', 'online learning']","[6, 3, 6, 6]","[4, 4, 3, 4]",0,"[487, 480, 730, 679]",16,https://openreview.net/forum?id=sKPzAXoylB
sKLQMNTAMx,One-shot Federated Learning with Training-Free Client,"['one-shot federated learning', 'statistical heterogeneity.']","[3, 5, 3, 5, 5]","[4, 4, 4, 2, 4]",1,"[662, 631, 217, 333, 257]",5,https://openreview.net/forum?id=sKLQMNTAMx
sK2A7Ve2co,Exploring Deep Learning Parameter Space with a-GPS: Approximate Gaussian Proposal Sampler,"['sgmcmc', 'bayesian deep learning', 'uncertainty', 'sampling', 'UQ']","[1, 3, 3, 3]","[3, 5, 4, 4]",0,"[399, 211, 405, 675]",13,https://openreview.net/forum?id=sK2A7Ve2co
sJslLVsYNo,Towards Understanding The Winner-Take-Most Behavior Of Neural Network Representations,"['deep learning', 'neuron representations']","[3, 3, 1, 6]","[3, 3, 3, 4]",1,"[326, 841, 374, 402]",4,https://openreview.net/forum?id=sJslLVsYNo
sJCIv4aUQu,ADOPT: Modified Adam Can Converge with the Optimal Rate with Any Hyperparameters,"['adaptive gradient method', 'convergence analysis', 'nonconvex optimization']","[5, 5, 6, 5]","[4, 3, 3, 4]",0,"[271, 237, 252, 245]",13,https://openreview.net/forum?id=sJCIv4aUQu
sJAlw561AH,The Uncertainty-Perception Tradeoff,"['uncertainty-perception tradeoff', 'uncertainty quantification', 'statistical estimation theory', 'image restoration']","[6, 5, 3, 8]","[3, 2, 4, 4]",0,"[485, 262, 269, 979]",9,https://openreview.net/forum?id=sJAlw561AH
sJ88Wg5Bp5,ViDA: Homeostatic Visual Domain Adapter for Continual Test Time Adaptation,"['Continual test-time adaptation', 'Visual Adapter']","[8, 6, 6, 6]","[4, 4, 4, 4]",0,"[623, 343, 254, 327]",25,https://openreview.net/forum?id=sJ88Wg5Bp5
sIcPMMhl9W,The Phase Transition Phenomenon of Shuffled Regression,"['message passing', 'phase transition', 'permuted linear regression']","[8, 5, 5, 5, 6]","[2, 4, 3, 2, 2]",0,"[312, 698, 292, 454, 476]",13,https://openreview.net/forum?id=sIcPMMhl9W
sHlZP3hP8E,MARINA Meets Matrix Stepsizes: Variance Reduced Distributed Non-Convex Optimization,"['Non-convex optimization', 'Matrix stepsizes', 'Federated Learning', 'Distributed Optimization']",[],[],0,[],0,https://openreview.net/forum?id=sHlZP3hP8E
sHEJJmzBIN,Branch-GAN: Improving Text Generation with (not so) Large Language Models,"['GAN', 'GANN', 'Text Generation', 'NLP', 'NLU', 'Deep Learning', 'Machine Learning']","[6, 6, 6, 8]","[4, 5, 3, 3]",0,"[259, 486, 259, 349]",17,https://openreview.net/forum?id=sHEJJmzBIN
sGdyUIqqww,GenN2N: Generative NeRF2NeRF Translation,"['NeRF-to-NeRF translation', 'generative model']","[3, 5, 3, 5, 6]","[4, 4, 4, 5, 4]",1,"[376, 663, 312, 585, 342]",10,https://openreview.net/forum?id=sGdyUIqqww
sGd02fkoAE,FusionViT: Hierarchical 3D Object Detection via Lidar-Camera Vision Transformer Fusion,"['3D object detection', 'Camera-Lidar Fusion', 'Vision Transformer']","[3, 5, 5]","[4, 5, 4]",0,"[694, 460, 400]",6,https://openreview.net/forum?id=sGd02fkoAE
sGVmr7KHfn,Memory-Assisted Sub-Prototype Mining for Universal Domain Adaptation,"['Transfer Learning', 'Universal Domain Adaption', 'Memory-Assisted Network', 'Sub-Prototype Mining']","[6, 5, 3, 8]","[4, 4, 4, 5]",0,"[273, 124, 331, 599]",10,https://openreview.net/forum?id=sGVmr7KHfn
sFyTZEqmUY,Learning Interactive Real-World Simulators,"['Generative simulator', 'simulating real-world interactions', 'planning', 'reinforcement learning', 'vision language models', 'video generation']","[8, 8, 8, 6]","[3, 4, 5, 4]",0,"[194, 239, 1115, 219]",15,https://openreview.net/forum?id=sFyTZEqmUY
sFbTM7D1hO,Benchmarking Multivariate Time Series Anomaly Detection with Large-Scale Real-World Datasets,"['time series anomaly detection', 'real_world datasets', 'metric discussion', 'benchmarking']","[3, 3, 3, 6]","[5, 4, 4, 4]",1,"[383, 782, 324, 235]",4,https://openreview.net/forum?id=sFbTM7D1hO
sFQe52N40m,Online Feature Updates Improve Online (Generalized) Label Shift Adaptation,"['label shift', 'online learning']","[3, 5, 5, 8]","[3, 3, 3, 4]",0,"[312, 264, 791, 284]",10,https://openreview.net/forum?id=sFQe52N40m
sFJr7okOBi,NL2ProGPT: Taming Large Language Model for Conversational Protein Design,"['Protein design', 'Large language model']","[3, 5, 5, 5]","[5, 3, 3, 2]",0,"[675, 134, 812, 297]",10,https://openreview.net/forum?id=sFJr7okOBi
sDmjlpphdB,Mixture-of-Experts in Prompt Optimization,"['LLM', 'Prompt Engineering', 'Prompt Optimization', 'Mixture-of-Experts']","[5, 3, 5, 6]","[3, 4, 4, 4]",0,"[521, 509, 776, 329]",22,https://openreview.net/forum?id=sDmjlpphdB
sDlMJVXXeV,Neural varifolds: an aggregate representation for quantifying geometry of point clouds,"['surface geometry', 'point clouds', 'mesh', 'neural tangent kernel', 'varifold']","[5, 5, 5]","[2, 4, 3]",0,"[249, 678, 727]",26,https://openreview.net/forum?id=sDlMJVXXeV
sCd7pHnXMG,CorruptEncoder: Data Poisoning based Backdoor Attacks to Contrastive Learning,['Poisoning and backdoor attack; Self-supervised learning; Contrastive learning'],"[8, 3, 3, 6]","[4, 4, 4, 3]",1,"[292, 1158, 554, 284]",5,https://openreview.net/forum?id=sCd7pHnXMG
sBSC0OXEQG,Correlated dense associative memories,"['inhibition', 'dense associative memory', 'Hopfield network', 'community detection', 'clustering', 'navigation']","[3, 3, 6, 6]","[4, 4, 4, 3]",0,"[571, 574, 516, 466]",10,https://openreview.net/forum?id=sBSC0OXEQG
sBQwvucduK,MagicDrive: Street View Generation with Diverse 3D Geometry Control,"['diffusion models', 'street view generation', '3D control']","[6, 8, 5, 5]","[2, 4, 4, 4]",0,"[336, 391, 241, 575]",20,https://openreview.net/forum?id=sBQwvucduK
sAOtKKHh1i,Subwords as Skills: Tokenization for Sparse-Reward Reinforcement Learning,"['Reinforcement Learning', 'Deep Learning', 'Tokenization', 'Hierarchical RL']","[6, 3, 5, 6]","[3, 4, 2, 4]",0,"[856, 539, 289, 528]",20,https://openreview.net/forum?id=sAOtKKHh1i
s9z0HzWJJp,SocioDojo: Building Lifelong Analytical Agents with Real-world Text and Time Series,"['Large Langauge Models', 'Agent', 'Prompt Tunning', 'Time series forcasting']","[8, 8, 5]","[3, 4, 3]",0,"[620, 228, 504]",10,https://openreview.net/forum?id=s9z0HzWJJp
s9bCeJGUJi,Curriculum Dynamic Graph Invariant Learning under Distribution Shift,"['Graph Representation Learning', 'Out Of Distribution Generalization', 'Curriculum Learning']","[3, 6, 3, 3]","[4, 4, 4, 4]",0,"[478, 500, 346, 189]",4,https://openreview.net/forum?id=s9bCeJGUJi
s90VIdza2K,f-FERM: A  Scalable Framework for  Robust Fair Empirical Risk Minimization,"['Algorithmic Fairness', 'Distributionally Robust Optimization', 'Distribution Shift', 'Fairness', 'f-divergences']","[5, 6, 8, 5]","[3, 4, 3, 4]",0,"[281, 184, 264, 384]",10,https://openreview.net/forum?id=s90VIdza2K
s8cMuxI5gu,Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks,"['label recovery', 'gradient inversion attacks']","[8, 6, 8, 6]","[4, 2, 4, 2]",0,"[282, 81, 233, 205]",18,https://openreview.net/forum?id=s8cMuxI5gu
s8ROuWV96d,ViTKD: Feature-based Knowledge Distillation for Vision Transformers,['Knowledge Distillation'],"[3, 5, 3, 6]","[5, 4, 4, 4]",1,"[485, 351, 415, 468]",4,https://openreview.net/forum?id=s8ROuWV96d
s6bKLlF4Pe,Provable Knowledge Transfer using Successor Feature for Deep Reinforcement Learning,"['Transfer reinforcement learning', 'Successor feature']","[3, 3, 6, 8]","[3, 3, 4, 3]",0,"[399, 255, 492, 189]",16,https://openreview.net/forum?id=s6bKLlF4Pe
s6X3s3rBPW,Efficiently Measuring the Cognitive Ability of LLMs: An Adaptive Testing Perspective,"['large language model', 'adaptive testing', 'model evaluation']","[5, 5, 3, 3]","[4, 3, 4, 2]",0,"[543, 343, 384, 436]",11,https://openreview.net/forum?id=s6X3s3rBPW
s5hSp7EdL3,The Human-AI Substitution game: active learning from a strategic labeler,"['active learning', 'strategic learning']","[6, 6, 6, 6]","[3, 3, 3, 3]",0,"[269, 836, 276, 256]",18,https://openreview.net/forum?id=s5hSp7EdL3
s5ZAs0UkRr,ODEdit: Blind Face Restoration through Ordinary Differential Equations,"['Image Restoration', 'Zero-Shot', 'Generative Models', 'Diffusion Models', 'Unsupervised Learning', 'Transfer Learning', 'Image Editing.']","[5, 3, 5, 3]","[4, 5, 4, 3]",0,"[233, 302, 204, 390]",4,https://openreview.net/forum?id=s5ZAs0UkRr
s56xikpD92,BaDExpert: Extracting Backdoor Functionality for Accurate Backdoor Input Detection,"['Backdoor Input Detection', 'Backdoor Defense', 'AI Security', 'Deep Learning']","[6, 8, 5, 6]","[4, 5, 4, 2]",0,"[324, 187, 453, 405]",27,https://openreview.net/forum?id=s56xikpD92
s4mPCrSNUZ,PROTEIN DESIGNER BASED ON SEQUENCE PROFILE USING ULTRAFAST SHAPE RECOGNITION,"['Protein sequence design', 'Sequence profile', 'Ultrafast shape recognition', 'Protein language models', 'Graph neural network']","[3, 5, 5, 5]","[3, 3, 4, 4]",1,"[324, 695, 285, 237]",4,https://openreview.net/forum?id=s4mPCrSNUZ
s4WWqhD9Mw,Holmex: Human-Guided Spurious Correlation Detection and Black-box Model Fixing,"['Interpretability', 'Model Editing', 'Concept Bottleneck Model', 'Human-AI Interaction']","[6, 3, 3, 6]","[4, 4, 4, 4]",0,"[401, 755, 461, 746]",11,https://openreview.net/forum?id=s4WWqhD9Mw
s4It8EZf77,MoteS: Memory Optimization via Fine-grained Scheduling for DNNs on Tiny Devices,"['TinyML', 'Memory Optimization', 'Fine-grained Scheduling']","[6, 3, 3, 6]","[4, 3, 5, 3]",1,"[329, 429, 951, 210]",4,https://openreview.net/forum?id=s4It8EZf77
s3rjenIOfx,A Conceptual Framework for Analyzing Social Representation in Unstructured Data,"['responsible AI', 'dataset evaluation']","[5, 3, 3, 3, 3]","[4, 3, 3, 4, 3]",0,"[763, 201, 361, 689, 728]",6,https://openreview.net/forum?id=s3rjenIOfx
s3EpSMU2Jz,TuneMV3D: Tuning Foundational Image Diffusion Models for Generalizable and Scalable Multiview 3D Generation,"['3D generation', '2D prior']","[3, 3, 3, 5]","[5, 4, 4, 4]",1,"[449, 360, 828, 392]",5,https://openreview.net/forum?id=s3EpSMU2Jz
s33m3gvC70,Deep Metric Tensor Regularized Policy Gradient,"['Deep Reinforcement Learning', 'Policy Gradient', 'Metric Tensor Field', 'Close-to-zero Divergence']","[3, 6, 3]","[4, 1, 4]",1,"[401, 101, 378]",3,https://openreview.net/forum?id=s33m3gvC70
s2NjWfaYdZ,Accurate Retraining-free Pruning for Pretrained Encoder-based Language Models,"['Retraining-free', 'Pruning', 'Compression', 'Transformers']","[8, 6, 8, 5]","[5, 4, 4, 4]",0,"[496, 242, 288, 292]",14,https://openreview.net/forum?id=s2NjWfaYdZ
s2HF7VCU8P,Reverse Stable Diffusion: What prompt was used to generate this image?,"['diffusion models', 'prompt prediction', 'reverse diffusion modeling', 'curriculum learning', 'domain-adaptive kernel learning']","[6, 3, 5]","[3, 4, 4]",0,"[234, 544, 346]",9,https://openreview.net/forum?id=s2HF7VCU8P
s25i99RTCg,Multi-modal Latent Diffusion,"['Multimodality', 'Generative Models', 'Diffusion models']","[6, 5, 6, 3]","[4, 3, 4, 2]",0,"[558, 637, 519, 164]",19,https://openreview.net/forum?id=s25i99RTCg
