id,title,keywords,ratings,confidences,withdraw,review_lengths,abstract,comments,url,ratings_avg,ratings_std,confidence_avg,confidence_std
rxlF2Zv8x0,Improving protein optimization with smoothed fitness landscapes,"['protein design', 'discrete optimization', 'protein engineering', 'markov chain monte carlo', 'graph signal processing']","[6, 6, 6, 3]","[4, 3, 3, 3]",0,"[976, 444, 350, 292]","The ability to engineer novel proteins with higher fitness on a given task would be revolutionary for biotechnology and medicine. Modeling the combinatorially large space of sequences is infeasible; prior methods often constrain optimization to a small mutational radius, but this drastically limits the design space. Instead of heuristics, we propose smoothing the fitness landscape to facilitate protein optimization. First, we formulate protein fitness as a graph signal then use Tikunov regularization to smooth the fitness landscape. We find optimizing in this smoothed landscape leads to improved performance across multiple methods in the GFP and AAV benchmarks. Second, we achieve state-of-the-art results utilizing discrete energy-based models and MCMC in the smoothed landscape. Our method, called Gibbs sampling with Graph-based Smoothing (GGS), demonstrates a unique ability to achieve 2.5 fold fitness improvement (using an in-silico oracle) over its training set. GGS demonstrates potential to optimize proteins in the limited data regime. Code is included as part of the supplementary material.",18,https://openreview.net/forum?id=rxlF2Zv8x0,5.25,1.299038105676658,3.25,0.4330127018922193
qwYKE3VB2h,From Graphs to Hypergraphs: Hypergraph Projection and its Remediation,"['hypergraphs', 'hypergraph projection', 'learning-based reconstruction']","[6, 8, 8, 8]","[4, 5, 3, 5]",0,"[628, 509, 254, 316]","We study the implications of the modeling choice to use a graph, instead of a hypergraph, to represent real-world interconnected systems whose constituent relationships are of higher order by nature. Such a modeling choice typically involves an underlying projection process that maps the original hypergraph onto a graph, and is prevalent in graph-based analysis.  While hypergraph projection can potentially lead to loss of higher-order relations, there exists very limited studies on the consequences of doing so, as well as its remediation. This work fills this gap by doing two things: (1) we develop analysis based on graph and set theory, showing two ubiquitous patterns of hyperedges that are root to structural information loss in all hypergraph projections; we also quantify the combinatorial impossibility of recovering the lost higher-order structures if no extra help is provided; (2) we still seek to recover the lost higher-order structures in hypergraph projection, and in light of (1)'s findings we make reasonable assumptions to allow the help of some prior knowledge of the application domain. Under this problem setting, we develop a learning-based hypergraph reconstruction method based on an important statistic of hyperedge distributions that we find. Our reconstruction method is systematically evaluated on 8 real-world datasets under different settings, and exhibits consistently top performance. We also demonstrate benefits of the reconstructed hypergraphs through use cases of protein rankings and link predictions.",20,https://openreview.net/forum?id=qwYKE3VB2h,7.5,0.8660254037844386,4.25,0.82915619758885
qg2boc2AwU,Neural Probabilistic Protein-Protein Docking via a Differentiable Energy Model,"['protein-protein docking', 'energy-based model', 'geometric deep learning', 'energy-function']","[6, 8, 3, 6]","[4, 3, 4, 5]",0,"[482, 262, 264, 433]","Protein complex formation, a pivotal challenge in contemporary biology, has recently gained interest from the machine learning community, particularly concerning protein-ligand docking tasks. In this paper, we delve into the equally crucial but comparatively under-investigated domain of protein-protein docking. Specifically, we propose a  geometric deep learning framework, termed EBMDock,  which employs statistical potential as its energy function. This approach produces a probability distribution over docking poses, such that the identified docking pose aligns with a minimum point in the energy landscape. We employ a differential algorithm grounded in Langevin dynamics to efficiently sample from the docking pose distribution. Additionally, we incorporate energy-based training using contrastive divergence, enhancing both performance and stability. Empirical results demonstrate that our approach achieves superior performance on two benchmark datasets DIPS and DB5.5. Furthermore, the results suggest EBMDock can serve as an orthogonal enhancement to existing methods. Source code will be released.",25,https://openreview.net/forum?id=qg2boc2AwU,5.75,1.7853571071357126,4.0,0.7071067811865476
qH9nrMNTIW,Protein-Ligand Interaction Prior for Binding-aware 3D Molecule Diffusion Models,"['Diffusion Models', 'Structure-Based Drug Design', 'Molecule Generation']","[6, 5, 8, 6]","[3, 3, 4, 3]",0,"[326, 539, 387, 429]","Generating 3D ligand molecules that bind to specific protein targets via diffusion models has shown great promise for structure-based drug design. The key idea is to disrupt molecules into noise through a fixed forward process and learn its reverse process to generate molecules from noise in a denoising way. However, existing diffusion models primarily focus on incorporating protein-ligand interaction information solely in the reverse process, and neglect the interactions in the forward process. The inconsistency between forward and reverse processes may impair the binding affinity of generated molecules towards target protein. In this paper, we propose a novel Interaction Prior-guided Diffusion model (IPDiff) for the protein-specific 3D molecular generation by introducing geometric protein-ligand interactions into both diffusion and sampling process. Specifically, we begin by pretraining a protein-ligand interaction prior network (IPNet) by utilizing the binding affinity signals as supervision. Subsequently, we leverage the pretrained prior network to (1) integrate interactions between the target protein and the molecular ligand into the forward process for adapting the molecule diffusion trajectories (prior-shifting), and (2) enhance the binding-aware molecule sampling process (prior-conditioning). Empirical studies on CrossDocked2020 dataset show IPDiff can generate molecules with more realistic 3D structures and state-of-the-art binding affinities towards the protein targets, with up to -6.42 Avg. Vina Score, while maintaining proper molecular properties.",24,https://openreview.net/forum?id=qH9nrMNTIW,6.25,1.0897247358851685,3.25,0.4330127018922193
o0C2v4xTdS,CoarsenConf: Equivariant Coarsening with Aggregated Attention for Molecular Conformer Generation,"['conformer generation', 'coarse-grained', 'coarse-graining', '3D molecule generation', 'equivariance', 'SE(3)-equivariance', 'ligand', 'protein-ligand', 'binding affinity', 'structure-based drug discovery', 'variational autoencoder']","[5, 6, 5, 8]","[3, 3, 3, 4]",0,"[180, 281, 258, 332]","Molecular conformer generation (MCG) is an important task in cheminformatics and drug discovery. The ability to efficiently generate low-energy 3D structures can avoid expensive quantum mechanical simulations, leading to accelerated virtual screenings and enhanced structural exploration. Several generative models have been developed for MCG, but many struggle to consistently produce high-quality conformers. To address these issues, we introduce CoarsenConf, which coarse-grains molecular graphs based on torsional angles and integrates them into an SE(3)-equivariant hierarchical variational autoencoder. Through equivariant coarse-graining, we aggregate the fine-grained atomic coordinates of subgraphs connected via rotatable bonds, creating a variable-length coarse-grained latent representation. Our model uses a novel aggregated attention mechanism to restore fine-grained coordinates from the coarse-grained latent representation, enabling efficient generation of accurate conformers. Furthermore, we evaluate the chemical and biochemical quality of our generated conformers on multiple downstream applications, including property prediction and oracle-based protein docking. Overall, CoarsenConf generates more accurate conformer ensembles compared to prior generative models.",17,https://openreview.net/forum?id=o0C2v4xTdS,6.0,1.224744871391589,3.25,0.4330127018922193
nqlymMx42E,Searching for High-Value Molecules Using Reinforcement Learning and Transformers,"['chemistry', 'reinforcement learning', 'language models']","[8, 6, 8, 6]","[4, 4, 2, 2]",0,"[502, 334, 531, 453]","Reinforcement learning (RL) over text representations can be effective for finding high-value policies that can search over graphs. However, RL requires careful structuring of the search space and algorithm design to be effective in this challenge. Through extensive experiments, we explore how different design choices for text grammar and algorithmic choices for training can affect an RL policy's ability to generate molecules with desired properties. We arrive at a new RL-based molecular design algorithm (ChemRLformer) and perform a thorough analysis using 25 molecule design tasks, including computationally complex protein docking simulations. From this analysis, we discover unique insights in this problem space and show that ChemRLformer achieves state-of-the-art performance while being more straightforward than prior work by demystifying which design choices are actually helpful for text-based molecule design.",20,https://openreview.net/forum?id=nqlymMx42E,7.0,1.0,3.0,1.0
mpqMVWgqjn,KW-Design: Pushing the Limit of Protein Deign via Knowledge Refinement,"['Protein Deign', 'Graph', 'Finetuning']","[6, 6, 6]","[5, 3, 3]",0,"[570, 327, 370]","Recent studies have shown competitive performance in protein inverse folding, while most of them disregard the importance of predictive confidence, fail to cover the vast protein space, and do not incorporate common protein knowledge. Given the great success of pretrained models on diverse protein-related tasks and the fact that recovery is highly correlated with confidence, we wonder whether this knowledge can push the limits of protein design further. As a solution, we propose a knowledge-aware module that refines low-quality residues. We also introduce a memory-retrieval mechanism to save more than 50\% of the training time. We extensively evaluate our proposed method on the CATH, TS50, TS500, and PDB datasets and our results show that our KW-Design method outperforms the previous PiFold method by approximately 9\% on the CATH dataset. KW-Design is the first method that achieves 60+\% recovery on all these benchmarks. We also provide additional analysis to demonstrate the effectiveness of our proposed method. The code will be publicly available upon acceptance.",3,https://openreview.net/forum?id=mpqMVWgqjn,6.0,0.0,3.6666666666666665,0.9428090415820634
mJgymwRsWw,Active Probabilistic Drug Discovery,"['Drug Discovery', 'Active Learning', 'Molecule Clustering']","[1, 3, 3, 3]","[5, 3, 2, 5]",0,"[568, 783, 173, 926]","Early drug discovery plays a crucial role in the development of new medications
by focusing on the identification and optimization of lead molecules that specif-
ically bind to target proteins. However, this process is accompanied by various
challenges, such as the vastness of molecule libraries, high attrition rate, and the
intricate nature of molecular interactions. To overcome these challenges, there is
a paradigm shift towards integrating intelligence and automation into end-to-end
operations. Intelligent computing aids in the discovery and recommendation of
molecules, while automated experiments offer data validation and feedback. This
innovative approach can be viewed as an active probabilistic learning problem,
assuming that active molecules binding to a specific target are typically a small
proportion and exhibit cluster-distributed characteristics. Based on this formu-
lation, we propose a novel active probabilistic drug discovery (APDD) method,
which iteratively updates the binding probabilities of molecules to progressively
enhance drug discovery performance with three consecutive steps of probabilistic
clustering, selective docking, and active wet-experiment. We conduct extensive
experiments on two benchmark datasets of DUD-E and LIT-PCBA and a simu-
lated virtual library. The results demonstrate the feasibility and efficiency of our
approach, showcasing substantial cost savings with an average reduction of 80% in
computational docking expenses and 70% in wet experimental costs, while main-
taining high accuracy in lead molecule discovery.",4,https://openreview.net/forum?id=mJgymwRsWw,2.5,0.8660254037844386,3.75,1.299038105676658
kJFIH23hXb,SE(3)-Stochastic Flow Matching for Protein Backbone Generation,['Proteins; Equivariance; Riemannian; Flow Matching; Generative models'],"[8, 8, 8, 8]","[4, 3, 4, 4]",0,"[253, 891, 365, 527]","The computational design of novel protein structures has the potential to impact numerous scientific disciplines greatly. Toward this goal, we introduce \foldflow, a series of novel generative models of increasing modeling power based on the flow-matching paradigm over $3\mathrm{D}$ rigid motions---i.e. the group $\mathrm{SE}(3)$---enabling accurate modeling of protein backbones. We first introduce FoldFlow-Base, a simulation-free approach to learning deterministic continuous-time dynamics and matching invariant target distributions on $\mathrm{SE}(3)$. We next accelerate training by incorporating Riemannian optimal transport to create FoldFlow-OT, leading to the construction of both more simple and stable flows. Finally, we design FoldFlow-SFM, coupling both Riemannian OT and simulation-free training to learn stochastic continuous-time dynamics over $\mathrm{SE}(3)$. Our family of FoldFlow, generative models offers several key advantages over previous approaches to the generative modeling of proteins: they are more stable and faster to train than diffusion-based approaches, and our models enjoy the ability to map any invariant source distribution to any invariant target distribution over $\mathrm{SE}(3)$. Empirically, we validate our FoldFlow, models on protein backbone generation of up to $300$ amino acids leading to high-quality designable, diverse, and novel samples.",24,https://openreview.net/forum?id=kJFIH23hXb,8.0,0.0,3.75,0.4330127018922193
jsQPjIaNNh,Illuminating Protein Function Prediction through Inter-Protein Similarity Modeling,"['Protein function prediction', 'retrieveal-based methods', 'transductive learning']","[6, 6, 6, 6, 5, 5, 3, 5]","[3, 3, 3, 4, 4, 3, 4, 3]",0,"[348, 354, 464, 531, 336, 448, 244, 432]","Proteins, central to biological systems, are complex due to interactions between sequences, structures, and functions shaped by physics and evolution, posing a challenge for accurate function prediction. Recent advancements in deep learning techniques demonstrate substantial potential for precise function prediction through learning representations from extensive protein sequences and structures. Nevertheless, practical function annotation heavily relies on modeling protein similarity using sequence or structure retrieval tools, given their accuracy and interpretability. To study the effect of inter-protein similarity modeling, in this paper, we comprehensively benchmark the retriever-based methods against predictors on protein function tasks, demonstrating the potency of retriever-based approaches. Inspired by these findings, we introduce an innovative variational pseudo-likelihood framework, ProtIR, designed to improve function prediction through iterative refinement between predictors and retrievers. ProtIR combines the strengths of both predictors and retrievers, showcasing an around 10% improvement over vanilla predictor-based methods. Furthermore, it achieves comparable performance to the state-of-the-art protein language model-based methods with significantly smaller training time, highlighting the efficacy of our approach.",21,https://openreview.net/forum?id=jsQPjIaNNh,5.25,0.9682458365518543,3.375,0.4841229182759271
jZPqf2G9Sw,Dynamics-Informed Protein Design with Structure Conditioning,"['Diffusion Models', 'Generative Modeling', 'Protein Design', 'Normal Mode Analysis']","[5, 5, 6, 6]","[4, 3, 4, 4]",0,"[510, 497, 373, 1133]","Current protein generative models are able to design novel backbones with desired shapes or functional motifs. However, despite the importance of a protein’s dynamical properties for its function, conditioning on dynamical properties remains elusive. We present a new approach to protein generative modeling by leveraging Normal Mode Analysis that enables us to capture dynamical properties too. We introduce a method for conditioning the diffusion probabilistic models on protein dynamics, specifically on the lowest non-trivial normal mode of oscillation. Our method, similar to the classifier guidance conditioning, formulates the sampling process as being driven by conditional and unconditional terms. However, unlike previous works, we approximate the conditional term with a simple analytical function rather than an external neural network, thus making the eigenvector calculations approachable. We present the corresponding SDE theory as a formal justification of our approach. We extend our framework to conditioning on structure and dynamics at the same time, enabling scaffolding of the dynamical motifs. We demonstrate the empirical effectiveness of our method by turning the open-source unconditional protein diffusion model Genie into the conditional model with no retraining. Generated proteins exhibit the desired dynamical and structural properties while still being biologically plausible. Our work represents a first step towards incorporating dynamical behaviour in protein design and may open the door to designing more flexible and functional proteins in the future.",4,https://openreview.net/forum?id=jZPqf2G9Sw,5.5,0.5,3.75,0.4330127018922193
jJCeMiwHdH,BioBridge: Bridging Biomedical Foundation Models via Knowledge Graph,"['drug discovery', 'foundation model', 'multi-modal learning', 'knowledge graph']","[8, 6, 6, 8]","[5, 3, 4, 4]",0,"[519, 302, 479, 476]","Foundation models (FMs) are able to leverage large volumes of unlabeled data to demonstrate superior performance across a wide range of tasks. However, FMs developed for biomedical domains have largely remained unimodal, i.e., independently trained and used for tasks on protein sequences alone, small molecule structures alone, or clinical data alone.
To overcome this limitation of biomedical FMs, we present BioBridge, a novel parameter-efficient learning framework, to bridge independently trained unimodal FMs to establish multimodal behavior. BioBridge achieves it by utilizing Knowledge Graphs (KG) to learn transformations between one unimodal FM and another without fine-tuning any underlying unimodal FMs.
Our empirical results demonstrate that BioBridge can
beat the best baseline KG embedding methods (on average by $\sim 76.3\%$) in cross-modal retrieval tasks. We also identify BioBridge demonstrates out-of-domain generalization ability by extrapolating to unseen modalities or relations. Additionally, we also show that BioBridge presents itself as a general-purpose retriever that can aid biomedical multimodal question answering as well as enhance the guided generation of novel drugs.",19,https://openreview.net/forum?id=jJCeMiwHdH,7.0,1.0,4.0,0.7071067811865476
itGkF993gz,MAPE-PPI: Towards Effective and Efficient Protein-Protein Interaction Prediction via Microenvironment-Aware Protein Embedding,"['Bioinformatics', 'Protein-Protein Interaction', 'Protein Sequence-Structure Co-Modeling']","[8, 6, 3]","[5, 4, 4]",0,"[443, 230, 364]","Protein-Protein Interactions (PPIs) are fundamental in various biological processes and play a key role in life activities. The growing demand and cost of experimental PPI assays require computational methods for efficient PPI prediction. While existing methods rely heavily on protein sequence for PPI prediction, it is the protein structure that is the key to determine the interactions. However, the complexity of protein structure modeling hinders its application to large-scale PPI prediction. To address this challenge and take both protein modalities into account, we define the microenvironment of an amino acid residue by its sequence and structural contexts, which describe the surrounding chemical properties and geometric features. In addition, microenvironments defined in previous work are largely based on experimentally assayed physicochemical properties, for which the ""vocabulary"" is usually extremely small. This makes it difficult to cover the diversity and complexity of microenvironments. In this paper, we propose Microenvironment-Aware Protein Embedding for PPI prediction (MPAE-PPI), which encodes microenvironments into chemically meaningful discrete codes via a sufficiently large microenvironment ``vocabulary"" (i.e., codebook). Moreover, we propose a novel pre-training strategy, namely Masked Codebook Modeling (MCM), to capture the dependencies between different microenvironments by randomly masking the codebook and reconstructing the input. With the learned microenvironment codebook, we can reuse it as an off-the-shelf tool to efficiently and effectively encode proteins of different sizes and functions for large-scale PPI prediction. Extensive experiments show that MAPE-PPI can scale to PPI prediction with millions of PPIs with superior trade-offs between effectiveness and computational efficiency than the state-of-the-art competitors.",10,https://openreview.net/forum?id=itGkF993gz,5.666666666666667,2.0548046676563256,4.333333333333333,0.4714045207910317
iKsu33WcmU,ProtChatGPT: Towards Understanding Proteins with Large Language Models,"['Large Language Models', 'ChatGPT-like system', 'Protein Understanding']","[6, 5, 6, 3]","[4, 3, 4, 4]",0,"[413, 308, 597, 279]","Protein research is crucial in various fundamental disciplines, but understanding their intricate structure-function relationships remains challenging. Recent Large Language Models (LLMs) have made significant strides in comprehending task-specific knowledge, suggesting the potential for ChatGPT-like systems specialized in protein to facilitate basic research. In this work, we introduce ProtChatGPT, which aims at learning and understanding protein structures via natural languages. ProtChatGPT enables users to upload proteins, ask questions, and engage in interactive conversations to produce comprehensive answers. The system comprises protein encoders, a Protein-Language Pertaining Transformer (PLP-former), a projection adapter, and an LLM. The protein first undergoes protein encoders and PLP-former to produce protein embeddings, which are then projected by the adapter to conform with the LLM. The LLM finally combines user questions with projected embeddings to generate informative answers. Experiments show that ProtChatGPT can produce promising responses to proteins and their corresponding questions. We hope that ProtChatGPT could form the basis for further exploration and application in protein research. Code will be publicly available.",4,https://openreview.net/forum?id=iKsu33WcmU,5.0,1.224744871391589,3.75,0.4330127018922193
iBAWiEjogY,ProteiNexus: Illuminating Protein Pathways through Structural Pre-training,"['Protein Representation Learning', 'Large-Scale 3D Protein Pretraining', 'Structural biology']","[3, 5, 3]","[5, 4, 4]",0,"[886, 465, 1447]","Protein representation learning has emerged as a powerful tool for various biological tasks. Language models derived from protein sequences represent the predominant trend in many current approaches. However, recent advances reveal that protein sequences alone cannot fully encapsulate the abundant information contained within protein structures, critical for understanding protein function and aiding innovative protein design. In this study, we present ProteiNexus, an innovative approach, effectively integrating protein structure learning with numerous downstream tasks. We propose a structural encoding mechanism adept at capturing fine-grained distance details and spatial positioning. By implementing a robust pre-training strategy and fine-tuning with lightweight decoders designed for specific downstream tasks, our model exhibits outstanding performance, establishing new benchmarks across a range of tasks. The code and models could be found at github repos.",14,https://openreview.net/forum?id=iBAWiEjogY,3.6666666666666665,0.9428090415820634,4.333333333333333,0.4714045207910317
hEGcVa1l4I,Efficient Parameter Tuning of Large Protein Language Models for De Novo Protein Design,['De novo protein design; protein language model; prefix tuning.'],"[3, 5, 3]","[4, 4, 4]",1,"[357, 355, 283]","Protein language models (ProtLMs) have achieved unprecedented breakthroughs in protein design. However, optimizing ProtLMs effectively with limited data has been challenging due to their large number of parameters. In this study, we introduce prefix tuning to efficiently prompt the pre-trained ProtLMs for de novo protein design with desired structures and functions. During the training process, only the prefix virtual token is trainable,  while the pre-trained ProtLM is frozen. We trained two prefix virtual tokens on antimicrobial peptide (AMP) dataset and alpha-helix strucutre dataset, respectively. Our results demonstrate that prefix tuning is efficient to prompt the pre-trained ProtLM by optimizing fewer trainable parameters to achieve superior results compared with fine tuning, even under low-data settings. Furthermore, these two prefix virtual tokens can be combined to precisely control protein generation with both desired properties, which is not possessed by other tuning methods. We anticipate that prefix tuning will contribute to the protein discovery and biomedical advancement.",3,https://openreview.net/forum?id=hEGcVa1l4I,3.6666666666666665,0.9428090415820634,4.0,0.0
gBV21wK07P,3D Autoencoding Diffusion Model for Molecule Interpolation and Manipulation,"['diffusion models', '3D molecule optimization', 'controllable generation', 'equivariant GNN']","[3, 3, 3, 5]","[5, 4, 3, 2]",0,"[550, 438, 448, 256]","Manipulating known molecules and interpolating between them is useful for many applications in drug design and protein engineering, where exploration around the molecular templates is involved. Recent studies using equivariant diffusion models have made significant progress in the de novo generation of high-quality molecules, but using these models to directly manipulate a specified template remains less explored. This is mainly due to an intrinsic property of diffusion models: the lack of a latent semantic space that is easy to operate on. To address this issue, we propose the first semantics-guided equivariant diffusion model that leverages the “semantic” embedding of a 3D molecule, learned from an auxiliary encoder, to control the generative denoising process. By modifying the embedding, we can steer the generation towards another specified molecule or a desired molecular property. We show that our model can effectively manipulate basic chemical properties, outperforming several baselines. We further verify that our approach can achieve smoother interpolation between 3D molecular pairs compared to standard diffusion models.",10,https://openreview.net/forum?id=gBV21wK07P,3.5,0.8660254037844386,3.5,1.118033988749895
fmoknhh7CH,Harmonic Prior Flow Matching for Multi-Ligand Docking and Binding Site Design,"['flow matching', 'generative models', 'proteins', 'molecules']","[5, 5, 6, 5, 5]","[4, 5, 4, 5, 3]",0,"[255, 256, 108, 248, 416]","A significant amount of protein function requires binding small molecules, including enzymatic catalysis. As such, designing binding pockets for small molecules has several impactful applications ranging from drug synthesis to energy storage. Towards this goal, we first develop HarmonicFlow, an improved generative process over 3D protein-ligand binding structures based on our self-conditioned flow matching objective. FlowSite extends this flow model to jointly generate a protein pocket's discrete residue types and the molecule's binding 3D structure. We show that HarmonicFlow improves upon the state-of-the-art generative processes for docking in simplicity, generality, and performance. Enabled by this structure modeling, FlowSite designs binding sites substantially better than baseline approaches and provides the first general solution for binding site design.",22,https://openreview.net/forum?id=fmoknhh7CH,5.2,0.39999999999999997,4.2,0.7483314773547882
fNOewRJLgQ,Ophiuchus: Scalable Modeling of Protein Structures through Hierarchical Coarse-graining SO(3)-Equivariant Autoencoders,"['Protein Structure Generative Models', 'Hierarchical Protein Latent Models', 'SO(3)-Equivariant Neural Networks', 'Physics-inspired Machine Learning']","[3, 3, 5]","[2, 4, 3]",0,"[460, 215, 414]","Three-dimensional native states of natural proteins display recurring and hierarchical patterns. Yet, traditional graph-based modeling of protein structures is often limited to operate within a single fine-grained resolution, and lacks hourglass neural architectures to learn those high-level building blocks. We narrow this gap by introducing Ophiuchus, an SO(3)-equivariant coarse-graining model that efficiently operates on all heavy atoms of standard protein residues, while respecting their relevant symmetries. Our model departs from current approaches that employ graph modeling, instead focusing on local convolutional coarsening to model sequence-motif interactions in log-linear length complexity. We train Ophiuchus on contiguous fragments of PDB monomers, investigating its reconstruction capabilities across different compression rates. We examine the learned latent space and demonstrate its prompt usage in conformational interpolation, comparing interpolated trajectories to structure snapshots from the PDBFlex dataset. Finally, we leverage denoising diffusion probabilistic models (DDPM) to efficiently sample readily-decodable latent embeddings of diverse miniproteins. Our experiments demonstrate Ophiuchus to be a scalable basis for efficient protein modeling and generation.",7,https://openreview.net/forum?id=fNOewRJLgQ,3.6666666666666665,0.9428090415820634,3.0,0.816496580927726
f6KkyweyYh,Biological Sequence Analysis Using B ́ezier Curve,"['Bio-sequence Analysis', 'Bezier Curve', 'Chaos Game Representation', 'Deep Learning-based Classification', 'Image Classification']","[6, 3, 6, 5]","[3, 3, 3, 2]",0,"[164, 338, 386, 329]","The analysis of biological (e.g., protein and DNA) sequences is essential for disease diagnosis, biomaterial engineering, genetic engineering, and drug discovery domains. Conventional analytical methods focus on transforming sequences into numerical representations for applying machine learning/deep learning-based sequence characterization. However, their efficacy is constrained by the intrinsic nature of deep learning (DL) models, which tend to exhibit suboptimal performance when applied to tabular data.
An alternative group of methodologies endeavors to convert biological sequences into image forms by applying the concept of Chaos Game Representation (CGR). However, a noteworthy drawback of these methods lies in their tendency to map individual elements of the sequence onto a relatively small subset of designated pixels within the generated image. The resulting sparse image representation may not adequately encapsulate the comprehensive sequence information, potentially resulting in suboptimal predictions.
In this study, we introduce a novel approach to transform biological sequences into images using the Bézier curve concept for element mapping. Mapping the elements onto a curve enhances the sequence information representation in the respective images, hence yielding better DL-based classification performance.  We employed three distinct protein sequence datasets to validate our system by doing three different classification tasks, and the results illustrate that our Bézier curve method is able to achieve good performance for all the tasks. 
For instance, it has shown tremendous improvement for a protein subcellular location prediction task over the baseline methods, such as improved accuracy by 39.4\% as compared to the FCGR baseline technique using a 2-layer CNN classifier. Moreover, for Coronavirus host classification, our Bézier method has achieved 5.3\% more AUC ROC score than the FCGR using a 3-layer CNN classifier.",25,https://openreview.net/forum?id=f6KkyweyYh,5.0,1.224744871391589,2.75,0.4330127018922193
evk6pPJqMy,Know2BIO: A Comprehensive Dual-View Benchmark for Evolving Biomedical Knowledge Graphs,"['Biomedical Knowledge Graph', 'Benchmark', 'Knowledge Base Integration']","[1, 3, 6, 5]","[3, 3, 5, 4]",0,"[46, 207, 226, 149]","Knowledge graphs (KGs) have emerged as a powerful framework for representing and integrating complex biomedical information. However, assembling KGs from diverse sources remains a significant challenge in several aspects, including entity alignment, scalability, and the need for continuous updates to keep pace with scientific advancements. Moreover, the representative power of KGs is often limited by the scarcity of multi-modal data integration. To overcome these challenges, we propose Know2BIO, a general-purpose heterogeneous KG benchmark for the biomedical domain. Know2BIO integrates data from 30 diverse sources, capturing intricate relationships across 11 biomedical categories. It currently consists of ~219,000 nodes and ~6,200,000 edges. Know2BIO is capable of user-directed automated updating to reflect the latest knowledge in biomedical science. Furthermore, Know2BIO is accompanied by multi-modal data: node features including text descriptions, protein and compound sequences and structures, enabling the utilization of emerging natural language processing methods and multi-modal data integration strategies. We evaluate KG representation models on Know2BIO, demonstrating its effectiveness as a benchmark for KG representation learning in the biomedical field. Data and source code of Know2BIO are available at https://anonymous.4open.science/r/Know2BIO/.",15,https://openreview.net/forum?id=evk6pPJqMy,3.75,1.920286436967152,3.75,0.82915619758885
eP6ZSy5uRj,Endowing Protein Language Models with Structural Knowledge,"['protein representation learning', 'protein language models', 'self-supervised learning', 'graph transformers']","[6, 5, 6, 5, 5]","[5, 4, 3, 5, 5]",0,"[402, 381, 198, 324, 577]","Protein language models have shown strong performance in predicting function and structure across diverse tasks. 
These models undergo unsupervised pretraining on vast sequence databases to generate rich protein representations, followed by finetuning with labeled data on specific downstream tasks.
The recent surge in computationally predicted protein structures opens new opportunities in protein representation learning.
In our study, we introduce a novel framework to enhance transformer protein language models specifically on protein structures.
Drawing from recent advances in graph transformers, our approach refines the self-attention mechanisms of pretrained language transformers by integrating structural information with structure extractor modules.
This refined model, termed the Protein Structure Transformer (PST), is further pretrained on a protein structure database such as AlphaFoldDB, using the same masked language modeling objective as traditional protein language models.
Our empirical findings show superior performance on several benchmark datasets. 
Notably, PST consistently outperforms the foundation model for protein sequences, ESM-2, upon which it is built. Our code and pretrained models will be released upon publication.",21,https://openreview.net/forum?id=eP6ZSy5uRj,5.4,0.48989794855663565,4.4,0.7999999999999999
dKPh4CLmYp,"Fishnets: Information-Optimal, Scalable Aggregation for Sets and Graphs","['Aggregation', 'Information Theory', 'Sets', 'Graphs', 'Graph Neural Networks']","[3, 3, 5, 3, 6, 5, 5]","[2, 4, 4, 4, 2, 4, 3]",0,"[301, 255, 777, 181, 298, 931, 227]","Set-based learning is an essential component of modern deep learning and network science. Graph Neural Networks (GNNs) and their edge-free counterparts DeepSets (DS) have proven remarkably useful on ragged and topologically challenging datasets. The key to learning informative embeddings for set members is a specified aggregation function, usually a sum, max, or mean. We propose Fishnets, an aggregation strategy for learning information-optimal embeddings for sets of data for both Bayesian inference and graph aggregation. We demonstrate that i) Fishnets neural summaries can be scaled optimally to an arbitrary number of data objects, ii) Fishnets aggregations are robust to changes in data distribution, unlike standard deepsets, iii) Fishnets saturate Bayesian information content and extend to regimes where MCMC techniques fail and iv) Fishnets can be used as a drop-in aggregation scheme within GNNs. We show that by adopting a Fishnets aggregation scheme for message passing, GNNs can acheive state-of-the-art performance versus architecture size on ogbn-protein data over existing benchmarks with a fraction of learnable parameters and faster training time.",17,https://openreview.net/forum?id=dKPh4CLmYp,4.285714285714286,1.1605769149479943,3.2857142857142856,0.880630571852711
